id;time;time7c;intimacy;conflict;confc;confcb;confcw;relqual;;confc;confcw;;confcb;
16;13;-0,071428571;10;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
16;14;0,071428571;4,53;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
16;15;0,214285714;5,44;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
16;16;0,357142857;5,49;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
16;17;0,5;8,08;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
16;18;0,642857143;1,85;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
16;19;0,785714286;7,72;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
16;20;0,928571429;7,28;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
16;21;107.142.857.142.857;6,86;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
16;22;121.428.571.428.571;2,5;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
16;23;135.714.285.714.286;10;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
16;24;1,5;8,13;1;0,7786797;0,064393986;0,714285714;1;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
16;25;164.285.714.285.714;8,39;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
16;26;178.571.428.571.429;7,06;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
16;27;192.857.142.857.143;5,65;0;-0,2213203;0,064393986;-0,285714286;1;2,77556E-16;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
17;0;-192.857.142.857.143;4,59;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;1;-178.571.428.571.429;1,79;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
17;2;-164.285.714.285.714;1,19;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
17;3;-1,5;5,48;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;4;-135.714.285.714.286;7,37;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;5;-121.428.571.428.571;4,48;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;6;-107.142.857.142.857;4,78;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;7;-0,928571429;5,54;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;8;-0,785714286;2,43;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
17;9;-0,642857143;4,93;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;10;-0,5;6,32;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;11;-0,357142857;8,53;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;12;-0,214285714;4,68;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
17;13;-0,071428571;1,57;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
17;14;0,071428571;1,53;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
17;15;0,214285714;7,53;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;16;0,357142857;3,56;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;17;0,5;2,11;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
17;18;0,642857143;6,77;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;19;0,785714286;4,89;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
17;20;0,928571429;2,42;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
17;21;107.142.857.142.857;7,08;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
17;22;121.428.571.428.571;5,66;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;23;135.714.285.714.286;3,45;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;24;1,5;3,41;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;25;164.285.714.285.714;3,44;0;-0,2213203;0,207251129;-0,428571429;0;0;-0,221320346;-0,107142857;-0,321428571;-0,114177489;0,321428618
17;26;178.571.428.571.429;5,87;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
17;27;192.857.142.857.143;4,11;1;0,7786797;0,207251129;0,571428571;0;0;0,778679654;0,892857143;-0,321428571;-0,114177489;0,321428618
18;0;-192.857.142.857.143;3,71;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;1;-178.571.428.571.429;2,29;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;2;-164.285.714.285.714;7,09;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;3;-1,5;4,37;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;4;-135.714.285.714.286;2,25;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;5;-121.428.571.428.571;4,65;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;6;-107.142.857.142.857;3,37;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;7;-0,928571429;5,39;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;8;-0,785714286;3,68;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;9;-0,642857143;3,38;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;10;-0,5;3,13;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;11;-0,357142857;7,13;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;12;-0,214285714;4,88;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;13;-0,071428571;3,37;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;14;0,071428571;2,35;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;15;0,214285714;4,08;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;16;0,357142857;7,49;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;17;0,5;1,66;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;18;0,642857143;5,55;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;19;0,785714286;4,51;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;20;0,928571429;5,11;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;21;107.142.857.142.857;5,9;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;22;121.428.571.428.571;3,69;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;23;135.714.285.714.286;3,58;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;24;1,5;1,76;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;25;164.285.714.285.714;5,13;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
18;26;178.571.428.571.429;2,74;1;0,7786797;0,314393986;0,464285714;0;0;0,778679654;0,892857143;-0,428571429;-0,114177489;0,428571475
18;27;192.857.142.857.143;1,33;0;-0,2213203;0,314393986;-0,535714286;0;0;-0,221320346;-0,107142857;-0,428571429;-0,114177489;0,428571475
19;0;-192.857.142.857.143;3,23;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;1;-178.571.428.571.429;1,7;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;2;-164.285.714.285.714;4,97;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;3;-1,5;3,75;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;4;-135.714.285.714.286;4,91;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;5;-121.428.571.428.571;0;1;0,7786797;-0,185606014;0,964285714;1;0;0,778679654;0,892857143;0,071428571;-0,114177489;-0,071428525
19;6;-107.142.857.142.857;6,05;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;7;-0,928571429;5,28;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;8;-0,785714286;4,3;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;9;-0,642857143;5,64;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;10;-0,5;3,53;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;11;-0,357142857;4,67;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;12;-0,214285714;7,02;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;13;-0,071428571;6,4;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;14;0,071428571;2,71;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;15;0,214285714;4,65;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;16;0,357142857;6,81;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;17;0,5;5,4;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;18;0,642857143;5,52;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;19;0,785714286;3,57;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;20;0,928571429;3,49;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;21;107.142.857.142.857;6,49;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;22;121.428.571.428.571;5,32;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;23;135.714.285.714.286;2,94;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;24;1,5;3,11;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;25;164.285.714.285.714;4,77;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;26;178.571.428.571.429;6,58;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
19;27;192.857.142.857.143;7,63;0;-0,2213203;-0,185606014;-0,035714286;1;-3,05311E-16;-0,221320346;-0,107142857;0,071428571;-0,114177489;-0,071428525
20;0;-192.857.142.857.143;5,03;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;1;-178.571.428.571.429;5,15;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;2;-164.285.714.285.714;6,47;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;3;-1,5;8,94;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;4;-135.714.285.714.286;3,71;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;5;-121.428.571.428.571;4,34;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;6;-107.142.857.142.857;8,15;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;7;-0,928571429;4,2;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;8;-0,785714286;7,94;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;9;-0,642857143;7,45;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;10;-0,5;3,69;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;11;-0,357142857;0,7;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;12;-0,214285714;5,44;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;13;-0,071428571;5,32;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;14;0,071428571;7,11;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;15;0,214285714;7,16;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;16;0,357142857;7,89;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;17;0,5;5,89;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;18;0,642857143;8,15;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;19;0,785714286;3,14;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;20;0,928571429;5,98;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;21;107.142.857.142.857;3,55;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;22;121.428.571.428.571;6,37;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;23;135.714.285.714.286;4,17;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;24;1,5;5,73;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;25;164.285.714.285.714;7,81;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;26;178.571.428.571.429;8,17;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
20;27;192.857.142.857.143;5,66;0;-0,2213203;-0,2213203;8,33E-03;1;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
21;0;-192.857.142.857.143;3,9;1;0,7786797;0,064393986;0,714285714;0;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
21;1;-178.571.428.571.429;6,22;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;2;-164.285.714.285.714;4;1;0,7786797;0,064393986;0,714285714;0;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
21;3;-1,5;2,33;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;4;-135.714.285.714.286;5,02;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;5;-121.428.571.428.571;4,14;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;6;-107.142.857.142.857;5,22;1;0,7786797;0,064393986;0,714285714;0;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
21;7;-0,928571429;8,95;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;8;-0,785714286;3;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;9;-0,642857143;8,97;1;0,7786797;0,064393986;0,714285714;0;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
21;10;-0,5;9,59;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;11;-0,357142857;4,27;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;12;-0,214285714;9,73;1;0,7786797;0,064393986;0,714285714;0;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
21;13;-0,071428571;5,4;1;0,7786797;0,064393986;0,714285714;0;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
21;14;0,071428571;4,79;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;15;0,214285714;8,63;1;0,7786797;0,064393986;0,714285714;0;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
21;16;0,357142857;6;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;17;0,5;3,46;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;18;0,642857143;3,95;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;19;0,785714286;8,12;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;20;0,928571429;9,03;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;21;107.142.857.142.857;6,53;1;0,7786797;0,064393986;0,714285714;0;0;0,778679654;0,892857143;-0,178571429;-0,114177489;0,178571475
21;22;121.428.571.428.571;3,28;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;23;135.714.285.714.286;5,4;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;24;1,5;3,56;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;25;164.285.714.285.714;3,52;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;26;178.571.428.571.429;3,71;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
21;27;192.857.142.857.143;3,01;0;-0,2213203;0,064393986;-0,285714286;0;0;-0,221320346;-0,107142857;-0,178571429;-0,114177489;0,178571475
22;0;-192.857.142.857.143;5,08;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;1;-178.571.428.571.429;4,82;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;2;-164.285.714.285.714;4,2;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;3;-1,5;7,07;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;4;-135.714.285.714.286;4,61;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;5;-121.428.571.428.571;2,23;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;6;-107.142.857.142.857;8,96;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;7;-0,928571429;5,1;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;8;-0,785714286;3,26;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;9;-0,642857143;5,59;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;10;-0,5;7,18;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;11;-0,357142857;0;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;12;-0,214285714;6,76;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;13;-0,071428571;5,26;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;14;0,071428571;3,95;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;15;0,214285714;8,93;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;16;0,357142857;5,27;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;17;0,5;3,97;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;18;0,642857143;6,67;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;19;0,785714286;6,91;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;20;0,928571429;1,51;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;21;107.142.857.142.857;3,59;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
22;22;121.428.571.428.571;7,23;0;-0,2213203;-0,2213203;8,33E-03;0;-0,008326673;-0,221320346;-0,107142857;0,11546953;-0,114177489;-0,107142811
